Row_ID,Order_ID,Order_Date_Month,Order_Date_day,Order_Date_Year,Ship_Date_Month,Ship_Date_day,Ship_Date_Year,Ship_Mode,Customer_ID,Postal_Code,Product_ID,Sales,Quantity,Discount,Profit,Time_Frame,Ship_Mode_Rank
1312,CA-2016-141082,12,9,2016,12,13,2016,Standard Class,FM-14380,1841,OFF-LA-10001404,3.69,1,0,1.7343,4,4
1313,CA-2016-141082,12,9,2016,12,13,2016,Standard Class,FM-14380,1841,OFF-LA-10001474,122.12,4,0,56.1752,4,4
1314,US-2016-134488,9,24,2016,10,1,2016,Standard Class,PK-19075,43229,FUR-CH-10003199,155.372,2,0.3,-13.3176,7,4
1315,CA-2016-145919,12,18,2016,12,23,2016,Standard Class,HG-14965,90032,OFF-PA-10003072,38.88,6,0,18.6624,5,4
1316,CA-2016-145919,12,18,2016,12,23,2016,Standard Class,HG-14965,90032,FUR-FU-10004960,183.84,8,0,62.5056,5,4
1317,CA-2016-145919,12,18,2016,12,23,2016,Standard Class,HG-14965,90032,OFF-SU-10003505,579.3,5,0,28.965,5,4
1318,CA-2017-157651,12,10,2017,12,14,2017,Standard Class,HA-14920,19120,TEC-AC-10003116,14.2,1,0.2,3.3725,4,4
1319,CA-2014-160773,7,1,2014,7,5,2014,Standard Class,LW-16825,32725,TEC-PH-10004586,575.92,2,0.2,71.99,4,4
1320,CA-2014-160773,7,1,2014,7,5,2014,Standard Class,LW-16825,32725,OFF-BI-10000546,5.184,6,0.7,-3.6288,4,4
1321,CA-2017-167703,2,3,2017,2,8,2017,Standard Class,MC-17575,45231,OFF-BI-10002071,5.229,3,0.7,-4.1832,5,4
1322,CA-2017-167703,2,3,2017,2,8,2017,Standard Class,MC-17575,45231,OFF-ST-10001490,285.552,2,0.2,35.694,5,4
1323,CA-2017-121804,3,3,2017,3,8,2017,Standard Class,LP-17095,42071,OFF-AP-10004859,72.8,5,0,19.656,5,4
1324,CA-2017-162635,10,9,2017,10,10,2017,First Class,EB-14170,28403,OFF-PA-10002659,10.816,4,0.2,3.5152,1,1
1325,CA-2014-107153,9,28,2014,10,3,2014,Standard Class,GZ-14545,1841,OFF-ST-10001321,46.26,3,0,12.4902,5,4
1326,US-2014-117058,5,27,2014,5,30,2014,First Class,LE-16810,60653,OFF-BI-10004139,17.46,6,0.8,-30.555,3,1
1327,CA-2015-120439,6,14,2015,6,18,2015,Standard Class,AD-10180,19120,FUR-FU-10001867,51.072,6,0.2,5.1072,4,4
1328,CA-2016-128258,3,30,2016,4,1,2016,First Class,CP-12085,6360,OFF-PA-10004156,11.34,1,0,5.5566,2,1
1329,CA-2017-106033,10,15,2017,10,18,2017,Second Class,FG-14260,94110,OFF-AR-10002818,87.92,4,0,26.376,3,3
1330,CA-2016-142762,5,23,2016,5,27,2016,Standard Class,LD-17005,94109,FUR-FU-10003691,37.05,3,0,16.302,4,4
1331,CA-2017-127705,6,2,2017,6,6,2017,Standard Class,AB-10255,44052,TEC-PH-10000347,2.97,1,0.4,-0.6435,4,4
1332,CA-2017-127705,6,2,2017,6,6,2017,Standard Class,AB-10255,44052,OFF-ST-10004507,27.44,2,0.2,2.401,4,4
1333,CA-2014-122567,2,16,2014,2,21,2014,Standard Class,MN-17935,75220,OFF-BI-10002012,1.08,3,0.8,-1.728,5,4
1334,CA-2014-122567,2,16,2014,2,21,2014,Standard Class,MN-17935,75220,OFF-AP-10001303,7.96,2,0.8,-13.93,5,4
1335,CA-2014-121664,5,6,2014,5,10,2014,Standard Class,HP-14815,90049,OFF-BI-10003684,140.736,8,0.2,52.776,4,4
1336,CA-2016-122133,5,16,2016,5,23,2016,Standard Class,JR-15670,6457,OFF-ST-10002574,552.56,4,0,0,7,4
1337,US-2017-123281,4,2,2017,4,7,2017,Standard Class,JF-15190,90008,FUR-FU-10003724,25.11,3,0,6.5286,5,4
1338,CA-2017-100524,3,31,2017,4,2,2017,Second Class,CM-12115,10011,FUR-FU-10004018,29.78,2,0,8.0406,2,3
1339,CA-2017-100524,3,31,2017,4,2,2017,Second Class,CM-12115,10011,TEC-PH-10002549,677.58,3,0,176.1708,2,3
1340,CA-2017-100524,3,31,2017,4,2,2017,Second Class,CM-12115,10011,OFF-PA-10004911,75.04,8,0,36.0192,2,3
1341,CA-2017-113481,1,2,2017,1,4,2017,First Class,AS-10045,28540,TEC-MA-10002178,695.7,2,0.5,-27.828,2,1
1342,CA-2017-113481,1,2,2017,1,4,2017,First Class,AS-10045,28540,OFF-BI-10003694,15.66,5,0.7,-12.528,2,1
1343,CA-2017-113481,1,2,2017,1,4,2017,First Class,AS-10045,28540,OFF-BI-10000474,28.854,6,0.7,-21.1596,2,1
1344,CA-2015-131758,5,28,2015,6,1,2015,Standard Class,KB-16315,11520,OFF-AR-10000411,47.82,3,0,14.346,4,4
1345,CA-2015-131758,5,28,2015,6,1,2015,Standard Class,KB-16315,11520,OFF-LA-10000262,13.05,5,0,6.003,4,4
1346,CA-2014-118339,3,17,2014,3,24,2014,Standard Class,BN-11515,55044,OFF-AP-10001154,93.78,2,0,36.5742,7,4
1347,CA-2014-118339,3,17,2014,3,24,2014,Standard Class,BN-11515,55044,OFF-PA-10000466,47.18,7,0,23.59,7,4
1348,CA-2014-118339,3,17,2014,3,24,2014,Standard Class,BN-11515,55044,OFF-AR-10003829,19.68,6,0,5.7072,7,4
1349,CA-2014-118339,3,17,2014,3,24,2014,Standard Class,BN-11515,55044,OFF-BI-10001758,53.4,10,0,25.098,7,4
1350,CA-2014-118339,3,17,2014,3,24,2014,Standard Class,BN-11515,55044,OFF-BI-10000136,35.88,6,0,17.2224,7,4
1351,CA-2014-153976,10,3,2014,10,8,2014,Second Class,BP-11290,60201,FUR-CH-10002880,258.279,3,0.3,-70.1043,5,3
1352,CA-2016-162901,3,28,2016,3,31,2016,First Class,AS-10045,22204,OFF-ST-10000649,31.4,2,0,7.85,3,1
1353,CA-2017-162978,5,4,2017,5,9,2017,Standard Class,LW-16990,94109,TEC-PH-10003092,183.96,5,0.2,20.6955,5,4
1354,CA-2017-162978,5,4,2017,5,9,2017,Standard Class,LW-16990,94109,OFF-PA-10002250,17.61,3,0,8.4528,5,4
1355,CA-2017-162978,5,4,2017,5,9,2017,Standard Class,LW-16990,94109,FUR-TA-10003473,300.904,1,0.2,11.2839,5,4
1356,US-2014-160444,7,5,2014,7,5,2014,Same Day,DC-12850,77036,OFF-ST-10001522,220.776,3,0.2,-44.1552,0,2
1357,US-2014-160444,7,5,2014,7,5,2014,Same Day,DC-12850,77036,OFF-ST-10000563,281.424,11,0.2,-35.178,0,2
1358,CA-2016-145247,5,5,2016,5,7,2016,First Class,ND-18370,40214,OFF-PA-10003641,79.14,3,0,36.4044,2,1
1359,CA-2017-160045,4,26,2017,4,27,2017,First Class,LB-16735,76106,FUR-FU-10000010,1.988,1,0.6,-1.4413,1,1
1360,US-2014-151925,9,26,2014,10,1,2014,Second Class,KT-16465,90049,FUR-CH-10002961,145.568,2,0.2,0,5,3
1361,CA-2017-125199,10,19,2017,10,25,2017,Standard Class,HM-14860,19120,OFF-AR-10002956,123.256,7,0.2,9.2442,6,4
1362,CA-2017-125199,10,19,2017,10,25,2017,Standard Class,HM-14860,19120,OFF-PA-10004041,23.68,4,0.2,7.4,6,4
1363,CA-2017-125199,10,19,2017,10,25,2017,Standard Class,HM-14860,19120,TEC-PH-10001336,309.576,4,0.4,-56.7556,6,4
1364,US-2017-155425,11,10,2017,11,11,2017,First Class,AB-10600,85705,OFF-BI-10001036,38.388,14,0.7,-25.592,1,1
1365,US-2017-155425,11,10,2017,11,11,2017,First Class,AB-10600,85705,TEC-MA-10003183,95.994,2,0.7,-63.996,1,1
1366,US-2017-155425,11,10,2017,11,11,2017,First Class,AB-10600,85705,TEC-AC-10001314,239.952,6,0.2,-35.9928,1,1
1367,US-2017-155425,11,10,2017,11,11,2017,First Class,AB-10600,85705,TEC-PH-10002563,201.584,2,0.2,15.1188,1,1
1368,US-2017-155425,11,10,2017,11,11,2017,First Class,AB-10600,85705,FUR-CH-10003312,899.136,4,0.2,-146.1096,1,1
1369,CA-2017-133249,7,8,2017,7,11,2017,First Class,SZ-20035,90660,FUR-FU-10001588,145.9,5,0,62.737,3,1
1370,US-2015-103471,12,24,2015,12,28,2015,Standard Class,JR-15670,80906,FUR-BO-10002613,590.058,7,0.7,-786.744,4,4
1371,US-2015-103471,12,24,2015,12,28,2015,Standard Class,JR-15670,80906,OFF-AR-10003405,14.04,3,0.2,1.5795,4,4
1372,CA-2017-136672,3,7,2017,3,12,2017,Standard Class,MG-17890,20735,TEC-AC-10004510,49.08,3,0,4.908,5,4
1373,US-2014-157021,4,1,2014,4,6,2014,Second Class,KM-16720,94591,OFF-LA-10002312,29.6,2,0,14.8,5,3
1374,US-2014-157021,4,1,2014,4,6,2014,Second Class,KM-16720,94591,OFF-BI-10000042,17.088,4,0.2,5.5536,5,3
1375,CA-2015-120362,9,14,2015,9,19,2015,Standard Class,CA-12265,84604,FUR-TA-10003008,912.75,5,0,118.6575,5,4
1376,CA-2014-126361,8,4,2014,8,9,2014,Second Class,VD-21670,84062,OFF-AP-10003590,1089.75,3,0,305.13,5,3
1377,CA-2014-126361,8,4,2014,8,9,2014,Second Class,VD-21670,84062,OFF-PA-10000806,447.84,8,0,219.4416,5,3
1378,CA-2014-126361,8,4,2014,8,9,2014,Second Class,VD-21670,84062,OFF-AR-10000896,16.4,5,0,4.264,5,3
1379,CA-2014-126361,8,4,2014,8,9,2014,Second Class,VD-21670,84062,TEC-PH-10002310,399.96,5,0.2,34.9965,5,3
1380,CA-2014-126361,8,4,2014,8,9,2014,Second Class,VD-21670,84062,OFF-ST-10002289,158.9,5,0,7.945,5,3
1381,CA-2014-126361,8,4,2014,8,9,2014,Second Class,VD-21670,84062,OFF-BI-10002852,13.184,1,0.2,4.7792,5,3
1382,US-2016-100566,9,3,2016,9,9,2016,Standard Class,JK-16120,60505,FUR-FU-10003394,83.952,3,0.6,-90.2484,6,4
1383,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-ST-10002344,80.98,1,0,1.6196,0,2
1384,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-PA-10001289,348.84,9,0,170.9316,0,2
1385,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-FA-10000053,9.45,5,0,0.189,0,2
1386,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,FUR-FU-10004091,18.84,3,0,7.1592,0,2
1387,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,FUR-BO-10004015,239.98,2,0,52.7956,0,2
1388,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-EN-10003001,167.96,2,0,78.9412,0,2
1389,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,TEC-PH-10000215,104.85,3,0,28.3095,0,2
1390,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,TEC-PH-10003645,484.83,3,0,126.0558,0,2
1391,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-PA-10000357,122.97,3,0,60.2553,0,2
1392,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-ST-10004804,154.44,3,0,1.5444,0,2
1393,US-2016-108504,2,5,2016,2,5,2016,Same Day,PP-18955,30080,OFF-PA-10003892,342.37,7,0,160.9139,0,2
1394,CA-2017-124828,7,3,2017,7,4,2017,First Class,YS-21880,27217,OFF-AR-10003514,9.552,3,0.2,1.5522,1,1
1395,US-2017-117247,10,9,2017,10,14,2017,Standard Class,CK-12760,60505,FUR-TA-10002958,652.45,5,0.5,-430.617,5,4
1396,US-2017-117247,10,9,2017,10,14,2017,Standard Class,CK-12760,60505,FUR-TA-10001676,66.645,3,0.5,-42.6528,5,4
1397,CA-2016-124485,11,24,2016,11,26,2016,First Class,NC-18340,10035,OFF-BI-10000822,17.216,4,0.2,6.0256,2,1
1398,CA-2016-124485,11,24,2016,11,26,2016,First Class,NC-18340,10035,OFF-PA-10004971,11.56,2,0,5.6644,2,1
1399,CA-2016-124485,11,24,2016,11,26,2016,First Class,NC-18340,10035,TEC-AC-10002323,88.4,4,0,11.492,2,1
1400,CA-2016-124485,11,24,2016,11,26,2016,First Class,NC-18340,10035,OFF-PA-10004888,6.48,1,0,3.1104,2,1
1401,CA-2016-159212,11,1,2016,11,5,2016,Standard Class,KM-16375,24153,TEC-PH-10003988,21.8,2,0,6.104,4,4
1402,CA-2016-159212,11,1,2016,11,5,2016,Standard Class,KM-16375,24153,OFF-EN-10002230,251.79,3,0,118.3413,4,4
1403,US-2016-161396,4,19,2016,4,25,2016,Standard Class,GM-14455,43229,FUR-TA-10002622,205.176,2,0.4,-58.1332,6,4
1404,US-2016-161396,4,19,2016,4,25,2016,Standard Class,GM-14455,43229,OFF-PA-10000418,419.4,5,0.2,146.79,6,4
1405,US-2014-118486,4,6,2014,4,8,2014,First Class,SD-20485,19143,OFF-SU-10004498,10.304,1,0.2,-2.1896,2,1
1406,US-2014-118486,4,6,2014,4,8,2014,First Class,SD-20485,19143,FUR-TA-10001039,154.764,3,0.4,-36.1116,2,1
1407,US-2014-118486,4,6,2014,4,8,2014,First Class,SD-20485,19143,TEC-AC-10004659,116.784,2,0.2,21.897,2,1
1408,CA-2016-130407,9,2,2016,9,6,2016,Standard Class,KD-16270,10024,OFF-AR-10002240,75.48,2,0,19.6248,4,4
1409,CA-2016-130407,9,2,2016,9,6,2016,Standard Class,KD-16270,10024,FUR-FU-10001967,39.98,2,0,9.995,4,4
1410,US-2016-122245,9,25,2016,9,30,2016,Standard Class,AB-10105,85023,FUR-TA-10002356,393.165,3,0.5,-204.4458,5,4
1411,CA-2017-105144,11,4,2017,11,11,2017,Standard Class,SZ-20035,75051,OFF-LA-10003923,23.68,2,0.2,8.88,7,4
1412,CA-2016-136329,7,9,2016,7,13,2016,Standard Class,JD-15895,10035,FUR-CH-10002335,408.006,2,0.1,72.5344,4,4
1413,CA-2016-136329,7,9,2016,7,13,2016,Standard Class,JD-15895,10035,FUR-FU-10000723,165.28,4,0,14.8752,4,4
1414,CA-2014-146640,6,30,2014,7,5,2014,Standard Class,HA-14905,10024,OFF-BI-10002867,334.768,7,0.2,108.7996,5,4
1415,CA-2017-115994,1,28,2017,1,31,2017,Second Class,BT-11305,92627,TEC-AC-10000580,239.97,3,0,26.3967,3,3
1416,CA-2017-115994,1,28,2017,1,31,2017,Second Class,BT-11305,92627,FUR-FU-10003976,37.74,3,0,12.8316,3,3
1417,CA-2015-126697,9,21,2015,9,24,2015,First Class,SV-20815,77041,TEC-PH-10002922,946.344,7,0.2,118.293,3,1
1418,CA-2015-126697,9,21,2015,9,24,2015,First Class,SV-20815,77041,TEC-AC-10004353,151.2,3,0.2,32.13,3,1
1419,CA-2015-126697,9,21,2015,9,24,2015,First Class,SV-20815,77041,FUR-FU-10001706,4.928,4,0.6,-1.4784,3,1
1420,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,OFF-PA-10000501,86.272,4,0.2,31.2736,4,4
1421,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,OFF-BI-10000778,72.588,2,0.7,-48.392,4,4
1422,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,OFF-AP-10004980,60.672,2,0.2,14.4096,4,4
1423,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,OFF-BI-10003984,77.031,9,0.7,-59.0571,4,4
1424,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,OFF-ST-10000798,119.904,6,0.2,-1.4988,4,4
1425,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,TEC-PH-10001750,263.96,5,0.2,23.0965,4,4
1426,CA-2015-124800,9,26,2015,9,30,2015,Standard Class,RW-19540,85204,OFF-ST-10002743,363.648,4,0.2,-86.3664,4,4
1427,US-2015-164448,10,31,2015,11,4,2015,Second Class,DK-12835,93905,OFF-BI-10002949,9.728,2,0.2,3.2832,4,3
1428,US-2015-164448,10,31,2015,11,4,2015,Second Class,DK-12835,93905,OFF-EN-10002600,14.75,5,0,7.08,4,3
1429,US-2015-164448,10,31,2015,11,4,2015,Second Class,DK-12835,93905,OFF-BI-10003708,29.8,5,0.2,9.3125,4,3
1430,US-2015-164448,10,31,2015,11,4,2015,Second Class,DK-12835,93905,OFF-LA-10003510,427.42,14,0,196.6132,4,3
1431,CA-2017-122700,11,26,2017,11,30,2017,Standard Class,LT-17110,43229,TEC-PH-10003092,220.752,8,0.4,-40.4712,4,4
1432,CA-2014-120768,12,19,2014,12,21,2014,Second Class,IM-15070,35630,OFF-BI-10001191,152.76,6,0,74.8524,2,3
1433,CA-2014-120768,12,19,2014,12,21,2014,Second Class,IM-15070,35630,OFF-SU-10004115,7.27,1,0,1.9629,2,3
1434,CA-2014-120768,12,19,2014,12,21,2014,Second Class,IM-15070,35630,FUR-CH-10000513,1819.86,14,0,163.7874,2,3
1435,US-2016-153129,12,26,2016,12,30,2016,Standard Class,FP-14320,98105,OFF-PA-10003673,33.9,5,0,15.594,4,4
1436,CA-2017-106852,6,20,2017,6,27,2017,Standard Class,ST-20530,44134,OFF-PA-10001639,31.104,6,0.2,10.8864,7,4
1437,CA-2017-106852,6,20,2017,6,27,2017,Standard Class,ST-20530,44134,OFF-AR-10003829,5.248,2,0.2,0.5904,7,4
1438,CA-2015-139731,10,15,2015,10,15,2015,Same Day,JE-15745,79109,TEC-AC-10004975,263.88,3,0.2,42.8805,0,2
1439,CA-2015-139731,10,15,2015,10,15,2015,Same Day,JE-15745,79109,FUR-CH-10002024,2453.43,5,0.3,-350.49,0,2
1440,CA-2017-122735,4,12,2017,4,15,2017,Second Class,BD-11320,2908,OFF-BI-10004364,29.7,5,0,13.365,3,3
1441,CA-2017-122735,4,12,2017,4,15,2017,Second Class,BD-11320,2908,OFF-PA-10001712,39.96,4,0,17.982,3,3
1442,CA-2017-128160,12,19,2017,12,24,2017,Second Class,MM-17920,94110,OFF-BI-10001510,36.672,2,0.2,11.46,5,3
1443,CA-2017-117695,8,5,2017,8,8,2017,First Class,PW-19030,40475,OFF-PA-10002713,13.76,2,0,6.3296,3,1
1444,CA-2015-166135,10,1,2015,10,6,2015,Standard Class,SC-20440,80013,OFF-ST-10002974,139.424,4,0.2,17.428,5,4
1445,CA-2016-133725,5,23,2016,5,28,2016,Standard Class,KL-16645,60623,TEC-PH-10004165,1979.928,9,0.2,148.4946,5,4
1446,CA-2017-102337,6,13,2017,6,16,2017,First Class,SD-20485,60653,OFF-ST-10004804,164.736,4,0.2,-39.1248,3,1
1447,CA-2017-102337,6,13,2017,6,16,2017,First Class,SD-20485,60653,FUR-CH-10004289,470.302,7,0.3,-87.3418,3,1
1448,CA-2017-102337,6,13,2017,6,16,2017,First Class,SD-20485,60653,TEC-PH-10002564,47.984,2,0.2,5.998,3,1
1449,US-2014-112564,4,23,2014,4,24,2014,First Class,TS-21160,19134,OFF-BI-10004876,2.502,3,0.7,-1.7514,1,1
1450,CA-2015-145821,5,1,2015,5,7,2015,Standard Class,JB-15400,90008,TEC-PH-10004348,88.752,3,0.2,11.094,6,4
1451,US-2015-160150,7,19,2015,7,20,2015,First Class,TS-21085,85023,OFF-BI-10004352,2.025,1,0.7,-1.35,1,1
1452,CA-2016-133711,11,26,2016,11,29,2016,First Class,MC-17425,36608,OFF-PA-10001685,70.98,7,0,34.7802,3,1
1453,CA-2016-133711,11,26,2016,11,29,2016,First Class,MC-17425,36608,OFF-BI-10000666,91.68,3,0,45.84,3,1
1454,CA-2016-133711,11,26,2016,11,29,2016,First Class,MC-17425,36608,OFF-BI-10004352,33.75,5,0,16.875,3,1
1455,CA-2016-133711,11,26,2016,11,29,2016,First Class,MC-17425,36608,TEC-MA-10000010,3040,8,0,1459.2,3,1
1456,CA-2017-148474,6,12,2017,6,19,2017,Standard Class,ME-17320,31907,OFF-BI-10000977,91.2,3,0,41.952,7,4
1457,CA-2017-148474,6,12,2017,6,19,2017,Standard Class,ME-17320,31907,FUR-TA-10002530,452.94,3,0,67.941,7,4
1458,CA-2015-111297,8,17,2015,8,21,2015,Standard Class,SC-20440,2740,OFF-BI-10002412,52.2,9,0,23.49,4,4
1459,CA-2016-123722,9,25,2016,10,1,2016,Standard Class,NH-18610,75061,OFF-LA-10001569,15.936,4,0.2,5.1792,6,4
1460,CA-2014-155271,5,4,2014,5,4,2014,Same Day,AA-10480,6457,FUR-FU-10001473,27.46,2,0,9.8856,0,2
1461,CA-2015-119907,12,1,2015,12,8,2015,Standard Class,LC-17140,98103,OFF-BI-10001765,55.424,2,0.2,19.3984,7,4
1462,US-2016-128902,3,11,2016,3,15,2016,Standard Class,MB-18085,8360,FUR-TA-10001095,244.006,2,0.3,-31.3722,4,4
1463,CA-2016-152289,8,26,2016,8,28,2016,First Class,LC-16930,77506,TEC-AC-10004571,159.984,2,0.2,43.9956,2,1
1464,CA-2016-152289,8,26,2016,8,28,2016,First Class,LC-16930,77506,FUR-CH-10002126,1024.716,6,0.3,-29.2776,2,1
1465,US-2016-104794,12,16,2016,12,19,2016,First Class,KD-16495,10009,OFF-FA-10001754,3.68,2,0,1.8032,3,1
1466,CA-2014-151708,8,8,2014,8,14,2014,Standard Class,MB-17305,85301,FUR-FU-10001602,121.376,4,0.2,-3.0344,6,4
1467,CA-2014-151708,8,8,2014,8,14,2014,Standard Class,MB-17305,85301,TEC-AC-10001767,95.976,3,0.2,-10.7973,6,4
1468,CA-2015-100769,5,16,2015,5,16,2015,Same Day,TH-21550,32216,TEC-AC-10002402,255.968,4,0.2,31.996,0,2
1469,CA-2017-139199,12,9,2017,12,13,2017,Standard Class,DK-12835,48234,FUR-CH-10000847,872.94,3,0,226.9644,4,4
1470,CA-2017-139199,12,9,2017,12,13,2017,Standard Class,DK-12835,48234,OFF-BI-10003982,41.54,2,0,19.5238,4,4
1471,CA-2017-139199,12,9,2017,12,13,2017,Standard Class,DK-12835,48234,OFF-PA-10001293,12.96,2,0,6.2208,4,4
1472,US-2015-161466,9,24,2015,9,27,2015,Second Class,ON-18715,19120,OFF-AR-10000634,6.848,2,0.2,0.5992,3,3
1473,CA-2017-164959,7,11,2017,7,15,2017,Standard Class,KN-16390,90004,OFF-LA-10004272,8.67,3,0,4.0749,4,4
1474,US-2015-105676,12,1,2015,12,2,2015,Same Day,NM-18520,77036,FUR-FU-10004270,6.688,4,0.6,-4.0128,1,2
1475,CA-2016-113138,11,19,2016,11,25,2016,Standard Class,NP-18685,14304,OFF-AR-10003770,17.28,6,0,5.0112,6,4
1476,CA-2016-113138,11,19,2016,11,25,2016,Standard Class,NP-18685,14304,OFF-BI-10000320,17.712,3,0.2,6.4206,6,4
1477,US-2017-104955,3,19,2017,3,24,2017,Standard Class,CG-12040,10024,OFF-LA-10003121,28.91,7,0,13.2986,5,4
1478,CA-2016-121958,11,13,2016,11,17,2016,Standard Class,CS-12505,27360,OFF-SU-10000381,52.136,7,0.2,5.8653,4,4
1479,CA-2017-121468,11,19,2017,11,20,2017,First Class,KD-16345,92683,TEC-PH-10000376,31.968,4,0.2,2.3976,1,1
1480,US-2016-108455,12,2,2016,12,8,2016,Standard Class,MK-18160,94122,OFF-PA-10002262,25.92,4,0,12.4416,6,4
1481,US-2016-108455,12,2,2016,12,8,2016,Standard Class,MK-18160,94122,OFF-PA-10002464,40.46,7,0,19.8254,6,4
1482,US-2016-108455,12,2,2016,12,8,2016,Standard Class,MK-18160,94122,OFF-ST-10002214,33.87,3,0,8.8062,6,4
1483,CA-2017-101210,8,25,2017,8,28,2017,Second Class,DW-13540,38301,OFF-AR-10003560,9.728,2,0.2,1.7024,3,3
1484,CA-2017-101210,8,25,2017,8,28,2017,Second Class,DW-13540,38301,OFF-PA-10000130,3.424,1,0.2,1.07,3,3
1485,US-2016-108098,10,14,2016,10,18,2016,Standard Class,CP-12340,98115,TEC-AC-10000865,177,3,0,30.09,4,4
1486,CA-2014-119032,11,27,2014,12,3,2014,Standard Class,MS-17770,10035,OFF-FA-10003021,3.76,2,0,1.316,6,4
1487,CA-2015-140410,11,3,2015,11,7,2015,Standard Class,CM-12655,90008,TEC-PH-10003580,1212.848,7,0.2,106.1242,4,4
1488,CA-2015-140410,11,3,2015,11,7,2015,Standard Class,CM-12655,90008,TEC-AC-10001109,89.97,3,0,37.7874,4,4
1489,CA-2015-140410,11,3,2015,11,7,2015,Standard Class,CM-12655,90008,FUR-FU-10003347,42.6,3,0,16.614,4,4
1490,CA-2014-136280,11,29,2014,12,6,2014,Standard Class,Co-12640,19143,OFF-LA-10000452,5.04,2,0.2,1.764,7,4
1491,CA-2017-151911,4,30,2017,5,5,2017,Second Class,DL-13495,10024,OFF-EN-10002986,62.96,4,0,28.332,5,3
1492,CA-2017-166436,11,24,2017,11,28,2017,Standard Class,TS-21370,10035,OFF-PA-10001838,5.88,1,0,2.8812,4,4
1493,CA-2017-166436,11,24,2017,11,28,2017,Standard Class,TS-21370,10035,FUR-CH-10000785,977.292,6,0.1,173.7408,4,4
1494,CA-2017-139661,10,30,2017,11,3,2017,Standard Class,JW-15220,98661,FUR-FU-10002885,9.64,2,0,3.6632,4,4
1495,CA-2014-123925,12,17,2014,12,19,2014,Second Class,RF-19840,31907,OFF-AR-10002952,40.05,3,0,11.214,2,3
1496,CA-2017-152485,9,4,2017,9,8,2017,Standard Class,JD-15790,75019,OFF-AR-10003759,10.192,7,0.2,3.185,4,4
1497,CA-2017-152485,9,4,2017,9,8,2017,Standard Class,JD-15790,75019,OFF-ST-10004950,16.784,1,0.2,-0.2098,4,4
1498,CA-2017-152485,9,4,2017,9,8,2017,Standard Class,JD-15790,75019,OFF-AR-10001940,13.12,5,0.2,3.772,4,4
1499,CA-2016-141586,10,17,2016,10,20,2016,First Class,NK-18490,94122,OFF-BI-10003981,18.16,5,0.2,6.583,3,1
1500,CA-2017-130386,11,12,2017,11,18,2017,Standard Class,NG-18430,78745,OFF-PA-10002749,16.056,3,0.2,5.8203,6,4
1501,CA-2017-130386,11,12,2017,11,18,2017,Standard Class,NG-18430,78745,OFF-PA-10003823,223.056,9,0.2,69.705,6,4
1502,CA-2017-130386,11,12,2017,11,18,2017,Standard Class,NG-18430,78745,OFF-ST-10003716,540.048,3,0.2,-47.2542,6,4
1503,CA-2016-100468,11,24,2016,12,1,2016,Standard Class,AT-10435,90045,TEC-PH-10001300,33.52,2,0.2,3.352,7,4
1504,CA-2016-100468,11,24,2016,12,1,2016,Standard Class,AT-10435,90045,FUR-FU-10000010,9.94,2,0,3.0814,7,4
1505,CA-2015-153388,8,1,2015,8,7,2015,Standard Class,PC-19000,90004,OFF-AR-10001868,6.72,4,0,3.36,6,4
1506,CA-2015-153388,8,1,2015,8,7,2015,Standard Class,PC-19000,90004,FUR-TA-10003715,1004.976,6,0.2,-175.8708,6,4
1507,CA-2017-154935,12,24,2017,12,29,2017,Standard Class,AR-10540,10024,OFF-BI-10003708,17.88,3,0.2,5.5875,5,4
1508,CA-2016-134208,9,17,2016,9,23,2016,Standard Class,CS-12505,31907,TEC-MA-10004458,396,4,0,190.08,6,4
1509,CA-2017-108294,12,10,2017,12,10,2017,Same Day,LS-16975,68104,OFF-BI-10004965,34.5,3,0,15.525,0,2
1510,CA-2017-103611,9,12,2017,9,15,2017,First Class,JM-15535,90036,FUR-FU-10004270,8.36,2,0,3.0096,3,1
1511,CA-2017-100384,6,24,2017,7,1,2017,Standard Class,NH-18610,91767,OFF-AR-10002135,385.6,8,0,111.824,7,4
1512,CA-2017-100384,6,24,2017,7,1,2017,Standard Class,NH-18610,91767,OFF-AR-10003514,35.82,9,0,11.8206,7,4
